ensg hgnc
ENSG00000010810 FYN
ENSG00000074935 TUBE1
ENSG00000203778 FAM229B
ENSG00000230943 RP11-367G18.1
ENSG00000155130 MARCKS
ENSG00000196591 HDAC2
ENSG00000228624 RP3-399L15.3
ENSG00000178425 NT5DC1
ENSG00000187189 TSPYL4
ENSG00000111817 DSE
ENSG00000237021 RP3-486I3.7
ENSG00000189241 TSPYL1
ENSG00000188820 FAM26F
ENSG00000111832 RWDD1
ENSG00000153975 ZUFSP
ENSG00000196911 KPNA5
ENSG00000047932 GOPC
ENSG00000164465 DCBLD1
ENSG00000153989 NUS1
ENSG00000111860 CEP85L
ENSG00000198523 PLN
ENSG00000111877 MCM9
ENSG00000111875 ASF1A
ENSG00000111879 FAM184A
ENSG00000111885 MAN1A1
ENSG00000146350 TBC1D32
ENSG00000025156 HSF2
ENSG00000111897 SERINC1
ENSG00000135549 PKIB
ENSG00000172594 SMPDL3A
ENSG00000146373 RNF217
ENSG00000111907 TPD52L1
ENSG00000111906 HDDC2
ENSG00000237742 RP11-624M8.1
ENSG00000135547 HEY2
ENSG00000111912 NCOA7
ENSG00000111911 HINT3
ENSG00000066651 TRMT11
ENSG00000203760 CENPW
ENSG00000118518 RNF146
ENSG00000093144 ECHDC1
ENSG00000172673 THEMIS
ENSG00000152894 PTPRK
ENSG00000227945 RP11-103C16.2
ENSG00000196569 LAMA2
ENSG00000146376 ARHGAP18
ENSG00000203756 TMEM244
ENSG00000198945 L3MBTL3
ENSG00000227678 RP11-73O6.3
ENSG00000164483 SAMD3
ENSG00000164484 TMEM200A
ENSG00000079819 EPB41L2
ENSG00000118507 AKAP7
ENSG00000118520 ARG1
ENSG00000112282 MED23
ENSG00000197594 ENPP1
ENSG00000118523 CTGF
ENSG00000228495 LINC01013
ENSG00000079931 MOXD1
ENSG00000079950 STX7
ENSG00000112303 VNN2
ENSG00000146409 SLC18B1
ENSG00000112306 RPS12
ENSG00000028839 TBPL1
ENSG00000118515 SGK1
ENSG00000112339 HBS1L
ENSG00000118513 MYB
ENSG00000135541 AHI1
ENSG00000231028 LINC00271
ENSG00000171408 PDE7B
ENSG00000237596 RP13-143G15.4
ENSG00000146410 MTFR2
ENSG00000029363 BCLAF1
ENSG00000135525 MAP7
ENSG00000272189 RP3-325F22.5
ENSG00000197442 MAP3K5
ENSG00000112357 PEX7
ENSG00000027697 IFNGR1
ENSG00000234956 RP11-356I2.1
ENSG00000237499 RP11-356I2.4
ENSG00000118503 TNFAIP3
ENSG00000112378 PERP
ENSG00000254440 PBOV1
ENSG00000051620 HEBP2
ENSG00000225177 RP11-390P2.4
ENSG00000024862 CCDC28A
ENSG00000135597 REPS1
ENSG00000146386 ABRACL
ENSG00000112406 HECA
ENSG00000231329 RP1-225E12.2
ENSG00000164440 TXLNB
ENSG00000226571 RP11-445F6.2
ENSG00000164442 CITED2
ENSG00000234147 RP3-460G2.2
ENSG00000009844 VTA1
ENSG00000112414 GPR126
ENSG00000010818 HIVEP2
ENSG00000237851 RP1-67K17.4
ENSG00000146416 AIG1
ENSG00000189007 ADAT2
ENSG00000034693 PEX3
ENSG00000229036 RP1-20N2.6
ENSG00000001036 FUCA2
ENSG00000112419 PHACTR2
ENSG00000135521 LTV1
ENSG00000118495 PLAGL1
ENSG00000169976 SF3B5
ENSG00000135604 STX11
ENSG00000152818 UTRN
ENSG00000112425 EPM2A
ENSG00000270638 RP3-466P17.1
ENSG00000118496 FBXO30
ENSG00000235652 RP11-545I5.3
ENSG00000146414 SHPRH
ENSG00000118508 RAB32
ENSG00000233452 STXBP5-AS1
ENSG00000196634 RP3-337D23.3
ENSG00000164506 STXBP5
ENSG00000225135 RP11-361F15.2
ENSG00000111961 SASH1
ENSG00000111962 UST
ENSG00000055208 TAB2
ENSG00000225924 RP1-111D6.2
ENSG00000178199 ZC3H12D
ENSG00000131013 PPIL4
ENSG00000055211 GINM1
ENSG00000186625 KATNA1
ENSG00000131023 LATS1
ENSG00000120253 NUP43
ENSG00000120265 PCMT1
ENSG00000231760 RP11-350J20.5
ENSG00000268592 RP11-244K5.8
ENSG00000131015 ULBP2
ENSG00000120278 PLEKHG1
ENSG00000120254 MTHFD1L
ENSG00000181472 ZBTB2
ENSG00000155906 RMND1
ENSG00000146476 C6orf211
ENSG00000120262 CCDC170
ENSG00000091831 ESR1
ENSG00000131018 SYNE1
ENSG00000112029 FBXO5
ENSG00000112031 MTRF1L
ENSG00000112038 OPRM1
ENSG00000074706 IPCEF1
ENSG00000153721 CNKSR3
ENSG00000213079 SCAF8
ENSG00000146426 TIAM2
ENSG00000235381 RP11-477D19.2
ENSG00000029639 TFB1M
ENSG00000271551 RP11-230C9.2
ENSG00000049618 ARID1B
ENSG00000215712 TMEM242
ENSG00000175048 ZDHHC14
ENSG00000130340 SNX9
ENSG00000236324 RP3-403L10.3
ENSG00000078269 SYNJ2
ENSG00000122335 SERAC1
ENSG00000272047 GTF2H5
ENSG00000236537 RP11-732M18.3
ENSG00000130338 TULP4
ENSG00000146433 TMEM181
ENSG00000146425 DYNLT1
ENSG00000164674 SYTL3
ENSG00000092820 EZR
ENSG00000233893 EZR-AS1
ENSG00000203711 C6orf99
ENSG00000130363 RSPH3
ENSG00000271913 RP1-111C20.4
ENSG00000164691 TAGAP
ENSG00000224478 RP11-13P5.1
ENSG00000112096 SOD2
ENSG00000146457 WTAP
ENSG00000120437 ACAT2
ENSG00000120438 TCP1
ENSG00000112110 MRPL18
ENSG00000146453 PNLDC1
ENSG00000197081 IGF2R
ENSG00000268257 AIRN
ENSG00000270949 RP11-288H12.4
ENSG00000146477 SLC22A3
ENSG00000231863 RP3-428L16.1
ENSG00000272841 RP3-428L16.2
ENSG00000085511 MAP3K4
ENSG00000026652 AGPAT4
ENSG00000185345 PARK2
ENSG00000270419 CAHM
ENSG00000112531 QKI
ENSG00000198818 SFT2D1
ENSG00000060762 MPC1
ENSG00000261420 RP1-168L15.5
ENSG00000071242 RPS6KA2
ENSG00000249141 RP11-514O12.4
ENSG00000026297 RNASET2
ENSG00000227598 RP1-167A14.2
ENSG00000213066 FGFR1OP
ENSG00000112486 CCR6
ENSG00000130396 MLLT4
ENSG00000226445 XXyac-YX65C7_A.2
ENSG00000184465 WDR27
ENSG00000185127 C6orf120
ENSG00000130024 PHF10
ENSG00000232640 RP1-266L20.2
ENSG00000130023 ERMARD
ENSG00000271820 RP5-894D12.5
ENSG00000227508 RP5-894D12.3
ENSG00000198719 DLL1
ENSG00000112584 FAM120B
ENSG00000008018 PSMB1
ENSG00000112592 TBP
ENSG00000071994 PDCD2
ENSG00000242474 AC093627.9
ENSG00000240859 AC093627.10
ENSG00000177706 FAM20C
ENSG00000249574 AC226118.1
ENSG00000223855 AC147651.3
ENSG00000188191 PRKAR1B
ENSG00000237181 AC147651.4
ENSG00000164818 HEATR2
ENSG00000164828 SUN1
ENSG00000239857 GET4
ENSG00000273151 RP11-449P15.2
ENSG00000105963 ADAP1
ENSG00000240230 COX19
ENSG00000146540 C7orf50
ENSG00000164849 GPR146
ENSG00000257607 RP11-449P15.1
ENSG00000164850 GPER1
ENSG00000178381 ZFAND2A
ENSG00000229043 AC091729.9
ENSG00000164877 MICALL2
ENSG00000273230 RP11-1246C19.1
ENSG00000164880 INTS1
ENSG00000198517 MAFK
ENSG00000157778 PSMG3
ENSG00000230487 PSMG3-AS1
ENSG00000236081 AC074389.9
ENSG00000002822 MAD1L1
ENSG00000122687 FTSJ2
ENSG00000106268 NUDT1
ENSG00000106266 SNX8
ENSG00000106263 EIF3B
ENSG00000136213 CHST12
ENSG00000175873 AC004840.9
ENSG00000106003 LFNG
ENSG00000106009 BRAT1
ENSG00000106012 IQCE
ENSG00000136295 TTYH3
ENSG00000174945 AMZ1
ENSG00000146535 GNA12
ENSG00000198286 CARD11
ENSG00000164916 FOXK1
ENSG00000242802 AP5Z1
ENSG00000272968 RBAK-RBAKDN
ENSG00000146587 RBAK
ENSG00000157954 WIPI2
ENSG00000164638 SLC29A4
ENSG00000182095 TNRC18
ENSG00000188365 AC092171.2
ENSG00000272953 RP11-1275H24.2
ENSG00000234432 RP11-1275H24.1
ENSG00000273084 RP11-1275H24.3
ENSG00000155034 FBXL18
ENSG00000075624 ACTB
ENSG00000272719 CTB-161C1.1
ENSG00000075618 FSCN1
ENSG00000011275 RNF216
ENSG00000122543 OCM
ENSG00000122674 CCZ1
ENSG00000122512 PMS2
ENSG00000106305 AIMP2
ENSG00000086232 EIF2AK1
ENSG00000231704 AC004895.4
ENSG00000106346 USP42
ENSG00000008256 CYTH3
ENSG00000178397 FAM220A
ENSG00000136238 RAC1
ENSG00000164535 DAGLB
ENSG00000136240 KDELR2
ENSG00000269781 FLJ20306
ENSG00000136247 ZDHHC4
ENSG00000232581 AC079742.4
ENSG00000146576 C7orf26
ENSG00000236609 ZNF853
ENSG00000260054 RP11-611L7.1
ENSG00000164631 ZNF12
ENSG00000146574 CCZ1B
ENSG00000106392 C1GALT1
ENSG00000272732 RP5-1159O4.2
ENSG00000272894 RP5-1159O4.1
ENSG00000164654 MIOS
ENSG00000106399 RPA3
ENSG00000219545 RPA3-AS1
ENSG00000234718 AC007161.5
ENSG00000234141 AC009473.1
ENSG00000106415 GLCCI1
ENSG00000003147 ICA1
ENSG00000189043 NDUFA4
ENSG00000106443 PHF14
ENSG00000106460 TMEM106B
ENSG00000006747 SCIN
ENSG00000122644 ARL4A
ENSG00000006468 ETV1
ENSG00000273477 RP11-196O16.1
ENSG00000214960 ISPD
ENSG00000272361 GS1-166A23.2
ENSG00000106524 ANKMY2
ENSG00000136261 BZW2
ENSG00000106537 TSPAN13
ENSG00000237773 AC003075.4
ENSG00000106546 AHR
ENSG00000071189 SNX13
ENSG00000048052 HDAC9
ENSG00000105849 TWISTNB
ENSG00000183742 MACC1
ENSG00000271133 CTA-293F17.1
ENSG00000105866 SP4
ENSG00000164649 CDCA7L
ENSG00000136237 RAPGEF5
ENSG00000105889 STEAP1B
ENSG00000238033 AC002480.2
ENSG00000179428 AC073072.5
ENSG00000136244 IL6
ENSG00000196683 TOMM7
ENSG00000122591 FAM126A
ENSG00000122550 KLHL7
ENSG00000136243 NUPL2
ENSG00000226816 AC005082.12
ENSG00000136235 GPNMB
ENSG00000156928 MALSU1
ENSG00000164548 TRA2A
ENSG00000169193 CCDC126
ENSG00000188732 FAM221A
ENSG00000196335 STK31
ENSG00000105926 MPP6
ENSG00000105928 DFNA5
ENSG00000070882 OSBPL3
ENSG00000172115 CYCS
ENSG00000153790 C7orf31
ENSG00000223561 AC003090.1
ENSG00000050344 NFE2L3
ENSG00000273237 CTB-119C2.1
ENSG00000122566 HNRNPA2B1
ENSG00000122565 CBX3
ENSG00000086300 SNX10
ENSG00000214870 AC004540.5
ENSG00000005020 SKAP2
ENSG00000105991 HOXA1
ENSG00000233429 HOTAIRM1
ENSG00000253552 HOXA-AS2
ENSG00000122592 HOXA7
ENSG00000078399 HOXA9
ENSG00000253293 HOXA10
ENSG00000106049 HIBADH
ENSG00000229893 AC004549.6
ENSG00000106052 TAX1BP1
ENSG00000153814 JAZF1
ENSG00000146592 CREB5
ENSG00000106066 CPVL
ENSG00000106069 CHN2
ENSG00000136193 SCRN1
ENSG00000106080 FKBP14
ENSG00000106086 PLEKHA8
ENSG00000180354 MTURN
ENSG00000227017 AC007036.6
ENSG00000180233 ZNRF2
ENSG00000106100 NOD1
ENSG00000006625 GGCT
ENSG00000106105 GARS
ENSG00000106355 LSM5
ENSG00000105778 AVL9
ENSG00000170852 KBTBD2
ENSG00000122642 FKBP9
ENSG00000122643 NT5C3A
ENSG00000164610 RP9
ENSG00000122507 BBS9
ENSG00000173852 DPY19L1
ENSG00000122557 HERPUD2
ENSG00000271122 RP11-379H18.1
ENSG00000228878 AC007551.3
ENSG00000122545 SEPT7
ENSG00000122547 EEPD1
ENSG00000164542 KIAA0895
ENSG00000011426 ANLN
ENSG00000136250 AOAH
ENSG00000235728 AC007349.5
ENSG00000155849 ELMO1
ENSG00000187037 GPR141
ENSG00000086289 EPDR1
ENSG00000086288 NME8
ENSG00000010270 STARD3NL
ENSG00000006715 VPS41
ENSG00000241127 YAE1D1
ENSG00000006451 RALA
ENSG00000188185 LINC00265
ENSG00000259826 RP11-467D6.1
ENSG00000065883 CDK13
ENSG00000168303 MPLKIP
ENSG00000175600 SUGCT
ENSG00000136197 C7orf25
ENSG00000256646 PSMA2
ENSG00000106588 PSMA2
ENSG00000106591 MRPL32
ENSG00000164543 STK17A
ENSG00000106603 COA1
ENSG00000106605 BLVRA
ENSG00000062582 MRPS24
ENSG00000106608 URGCP
ENSG00000078967 UBE2D4
ENSG00000228434 AC004951.6
ENSG00000235314 LINC00957
ENSG00000136279 DBNL
ENSG00000122678 POLM
ENSG00000106624 AEBP1
ENSG00000106628 POLD2
ENSG00000106633 GCK
ENSG00000106636 YKT6
ENSG00000015676 NUDCD3
ENSG00000136271 DDX56
ENSG00000158604 TMED4
ENSG00000105953 OGDH
ENSG00000122515 ZMIZ2
ENSG00000196262 PPIA
ENSG00000105968 H2AFV
ENSG00000234183 AC004854.4
ENSG00000146676 PURB
ENSG00000272768 RP4-673M15.1
ENSG00000136286 MYO1G
ENSG00000232956 SNHG15
ENSG00000136280 CCM2
ENSG00000136270 TBRG4
ENSG00000122679 RAMP3
ENSG00000272556 RP11-638I8.1
ENSG00000146674 IGFBP3
ENSG00000229628 AC073115.7
ENSG00000136205 TNS3
ENSG00000136273 HUS1
ENSG00000146666 LINC00525
ENSG00000164744 SUN3
ENSG00000183696 UPP1
ENSG00000164500 C7orf72
ENSG00000185811 IKZF1
ENSG00000132436 FIGNL1
ENSG00000132437 DDC
ENSG00000106070 GRB10
ENSG00000132432 SEC61G
ENSG00000132434 LANCL2
ENSG00000154978 VOPP1
ENSG00000178665 ZNF713
ENSG00000146729 GBAS
ENSG00000239789 MRPS17
ENSG00000146733 PSPH
ENSG00000146731 CCT6A
ENSG00000129103 SUMF2
ENSG00000106153 CHCHD2
ENSG00000185290 NUPR1L
ENSG00000226581 RP11-340I6.8
ENSG00000257482 ZNF727
ENSG00000234444 ZNF736
ENSG00000173041 ZNF680
ENSG00000196247 ZNF107
ENSG00000197008 ZNF138
ENSG00000198039 ZNF273
ENSG00000189316 RP11-797H7.5
ENSG00000152926 ZNF117
ENSG00000213462 ERV3-1
ENSG00000146757 ZNF92
ENSG00000196715 VKORC1L1
ENSG00000169919 GUSB
ENSG00000126522 ASL
ENSG00000241258 CRCP
ENSG00000169902 TPST1
ENSG00000267941 AC008267.1
ENSG00000223473 GS1-124K5.3
ENSG00000237310 GS1-124K5.4
ENSG00000229180 GS1-124K5.11
ENSG00000243335 KCTD7
ENSG00000154710 RABGEF1
ENSG00000272831 RP11-792A8.4
ENSG00000106609 TMEM248
ENSG00000126524 SBDS
ENSG00000198874 TYW1
ENSG00000273448 RP11-166O4.6
ENSG00000158321 AUTS2
ENSG00000196313 POM121
ENSG00000272843 RP11-313P13.5
ENSG00000155428 TRIM74
ENSG00000130305 NSUN5
ENSG00000077800 FKBP6
ENSG00000009954 BAZ1B
ENSG00000106635 BCL7B
ENSG00000106638 TBL2
ENSG00000176428 VPS37D
ENSG00000176410 DNAJC30
ENSG00000071462 WBSCR22
ENSG00000106089 STX1A
ENSG00000225969 LINC00035
ENSG00000106077 ABHD11
ENSG00000106683 LIMK1
ENSG00000106682 EIF4H
ENSG00000086730 LAT2
ENSG00000049541 RFC2
ENSG00000106665 CLIP2
ENSG00000006704 GTF2IRD1
ENSG00000077809 GTF2I
ENSG00000158517 NCF1
ENSG00000196275 GTF2IRD2
ENSG00000174374 WBSCR16
ENSG00000174428 GTF2IRD2B
ENSG00000135213 POM121C
ENSG00000127946 HIP1
ENSG00000005486 RHBDD2
ENSG00000127948 POR
ENSG00000127952 STYXL1
ENSG00000146701 MDH2
ENSG00000106211 HSPB1
ENSG00000170027 YWHAG
ENSG00000146700 SRCRB4D
ENSG00000188372 ZP3
ENSG00000091073 DTX2
ENSG00000243566 UPK3B
ENSG00000146707 POMZP3
ENSG00000135205 CCDC146
ENSG00000127951 FGL2
ENSG00000186088 GSAP
ENSG00000273341 RP5-899E9.1
ENSG00000127947 PTPN12
ENSG00000214293 RSBN1L-AS1
ENSG00000187257 RSBN1L
ENSG00000135211 TMEM60
ENSG00000006576 PHTF2
ENSG00000127955 GNAI1
ENSG00000135218 CD36
ENSG00000075223 SEMA3C
ENSG00000019991 HGF
ENSG00000232019 AC074183.4
ENSG00000164659 KIAA1324L
ENSG00000224046 AC005076.5
ENSG00000135164 DMTF1
ENSG00000135185 TMEM243
ENSG00000182165 TP53TG1
ENSG00000005469 CROT
ENSG00000005471 ABCB4
ENSG00000085563 ABCB1
ENSG00000075303 SLC25A40
ENSG00000006634 DBF4
ENSG00000075142 SRI
ENSG00000127954 STEAP4
ENSG00000105793 GTPBP10
ENSG00000157224 CLDN12
ENSG00000058091 CDK14
ENSG00000157240 FZD1
ENSG00000127989 MTERF
ENSG00000127914 AKAP9
ENSG00000001630 CYP51A1
ENSG00000001631 KRIT1
ENSG00000001629 ANKIB1
ENSG00000157259 GATAD1
ENSG00000127980 PEX1
ENSG00000127993 RBM48
ENSG00000234545 FAM133B
ENSG00000105810 CDK6
ENSG00000237819 AC002454.1
ENSG00000205413 SAMD9
ENSG00000177409 SAMD9L
ENSG00000004766 CCDC132
ENSG00000127920 GNG11
ENSG00000105829 BET1
ENSG00000127995 CASD1
ENSG00000127990 SGCE
ENSG00000242265 PEG10
ENSG00000105854 PON2
ENSG00000004799 PDK4
ENSG00000231170 AC002451.3
ENSG00000004864 SLC25A13
ENSG00000127922 SHFM1
ENSG00000272377 RP11-682N22.1
ENSG00000196636 ACN9
ENSG00000070669 ASNS
ENSG00000135175 OCM2
ENSG00000164715 LMTK2
ENSG00000205356 TECPR1
ENSG00000164713 BRI3
ENSG00000006453 BAIAP2L1
ENSG00000272782 RP4-607J23.2
ENSG00000272950 RP11-307C18.1
ENSG00000196367 TRRAP
ENSG00000242687 AC004893.11
ENSG00000198742 SMURF1
ENSG00000241685 ARPC1A
ENSG00000130429 ARPC1B
ENSG00000106244 PDAP1
ENSG00000106245 BUD31
ENSG00000106246 PTCD1
ENSG00000248919 ATP5J2-PTCD1
ENSG00000160917 CPSF4
ENSG00000241468 ATP5J2
ENSG00000198556 ZNF789
ENSG00000160908 ZNF394
ENSG00000196652 ZKSCAN5
ENSG00000221909 FAM200A
ENSG00000197343 ZNF655
ENSG00000244219 GS1-259H13.2
ENSG00000197037 ZSCAN25
ENSG00000146833 TRIM4
ENSG00000106261 ZKSCAN1
ENSG00000166529 ZSCAN21
ENSG00000166526 ZNF3
ENSG00000168090 COPS6
ENSG00000166508 MCM7
ENSG00000221838 AP4M1
ENSG00000106290 TAF6
ENSG00000166997 CNPY4
ENSG00000214309 MBLAC1
ENSG00000188186 LAMTOR4
ENSG00000146826 C7orf43
ENSG00000197093 GAL3ST4
ENSG00000213420 GPC2
ENSG00000066923 STAG3
ENSG00000160844 GATS
ENSG00000213413 PVRIG
ENSG00000214300 SPDYE3
ENSG00000121716 PILRB
ENSG00000085514 PILRA
ENSG00000078487 ZCWPW1
ENSG00000146834 MEPCE
ENSG00000241357 RP11-758P17.2
ENSG00000160813 PPP1R35
ENSG00000240211 RP11-758P17.3
ENSG00000185955 C7orf61
ENSG00000166925 TSC22D4
ENSG00000106351 AGFG2
ENSG00000077454 LRCH4
ENSG00000106336 FBXO24
ENSG00000106333 PCOLCE
ENSG00000106330 MOSPD3
ENSG00000106327 TFR2
ENSG00000172354 GNB2
ENSG00000146830 GIGYF1
ENSG00000172336 POP7
ENSG00000196411 EPHB4
ENSG00000146828 SLC12A9
ENSG00000236305 RP11-126L15.4
ENSG00000087077 TRIP6
ENSG00000087087 SRRT
ENSG00000176125 UFSP1
ENSG00000205277 MUC12
ENSG00000227053 RP11-395B7.4
ENSG00000169871 TRIM56
ENSG00000106366 SERPINE1
ENSG00000106367 AP1S1
ENSG00000128564 VGF
ENSG00000167011 NAT16
ENSG00000106397 PLOD3
ENSG00000106400 ZNHIT1
ENSG00000106404 CLDN15
ENSG00000214253 FIS1
ENSG00000128581 RABL5
ENSG00000257923 CUX1
ENSG00000160999 SH2B2
ENSG00000128563 PRKRIP1
ENSG00000239480 RP11-514P8.2
ENSG00000160991 ORAI2
ENSG00000160993 ALKBH4
ENSG00000161036 LRWD1
ENSG00000005075 POLR2J
ENSG00000170667 RASA4B
ENSG00000168255 POLR2J3
ENSG00000105808 RASA4
ENSG00000267368 UPK3BL
ENSG00000228049 POLR2J2
ENSG00000222011 FAM185A
ENSG00000161040 FBXL13
ENSG00000170632 ARMC10
ENSG00000161048 NAPEPLD
ENSG00000105819 PMPCB
ENSG00000105821 DNAJC2
ENSG00000161057 PSMC2
ENSG00000164815 ORC5
ENSG00000237513 RP11-325F22.2
ENSG00000228393 LINC01004
ENSG00000239569 KMT2E-AS1
ENSG00000005483 KMT2E
ENSG00000272918 CTB-152G17.6
ENSG00000135250 SRPK2
ENSG00000091127 PUS7
ENSG00000135249 RINT1
ENSG00000146776 ATXN7L1
ENSG00000128536 CDHR3
ENSG00000008282 SYPL1
ENSG00000105835 NAMPT
ENSG00000273320 RP11-22N19.2
ENSG00000253276 CCDC71L
ENSG00000105851 PIK3CG
ENSG00000005249 PRKAR2B
ENSG00000105856 HBP1
ENSG00000272072 CTA-363E19.2
ENSG00000164597 COG5
ENSG00000105865 DUS4L
ENSG00000272854 RP4-593H12.1
ENSG00000075790 BCAP29
ENSG00000233705 SLC26A4-AS1
ENSG00000241764 AC002467.7
ENSG00000105879 CBLL1
ENSG00000091140 DLD
ENSG00000273055 CTB-13F3.1
ENSG00000091129 NRCAM
ENSG00000135241 PNPLA8
ENSG00000177683 THAP5
ENSG00000128590 DNAJB9
ENSG00000184903 IMMP2L
ENSG00000173114 LRRN3
ENSG00000128512 DOCK4
ENSG00000198839 ZNF277
ENSG00000006652 IFRD1
ENSG00000181016 LSMEM1
ENSG00000146802 TMEM168
ENSG00000164603 C7orf60
ENSG00000214194 LINC00998
ENSG00000135272 MDFIC
ENSG00000225535 AC068610.3
ENSG00000105967 TFEC
ENSG00000135269 TES
ENSG00000198898 CAPZA2
ENSG00000004866 ST7
ENSG00000214188 ST7-OT4
ENSG00000077063 CTTNBP2
ENSG00000128534 NAA38
ENSG00000106013 ANKRD7
ENSG00000071243 ING3
ENSG00000106034 CPED1
ENSG00000002745 WNT16
ENSG00000196937 FAM3C
ENSG00000008311 AASS
ENSG00000164675 IQUB
ENSG00000128609 NDUFA5
ENSG00000106299 WASL
ENSG00000272686 RP11-390E23.6
ENSG00000128513 POT1
ENSG00000224897 POT1-AS1
ENSG00000048405 ZNF800
ENSG00000179562 GCC1
ENSG00000004059 ARF5
ENSG00000106328 FSCN3
ENSG00000240790 AC073934.6
ENSG00000197157 SND1
ENSG00000128594 LRRC4
ENSG00000106344 RBM28
ENSG00000224940 PRRT4
ENSG00000106348 IMPDH1
ENSG00000135245 HILPDA
ENSG00000165055 METTL2B
ENSG00000273270 RP11-212P7.2
ENSG00000271553 RP11-274B21.10
ENSG00000270810 RP11-274B21.8
ENSG00000128595 CALU
ENSG00000128596 CCDC136
ENSG00000128524 ATP6V1F
ENSG00000128604 IRF5
ENSG00000064419 TNPO3
ENSG00000158457 TSPAN33
ENSG00000158467 AHCYL2
ENSG00000240204 SMKR1
ENSG00000273329 RP11-448A19.1
ENSG00000106459 NRF1
ENSG00000186591 UBE2H
ENSG00000091732 ZC3HC1
ENSG00000128607 KLHDC10
ENSG00000229196 RP11-775D22.2
ENSG00000146842 TMEM209
ENSG00000158525 CPA5
ENSG00000106477 CEP41
ENSG00000106484 MEST
ENSG00000158623 COPG2
ENSG00000174595 KLF14
ENSG00000233559 AC016831.7
ENSG00000226380 MIR29A
ENSG00000271204 RP11-138A9.1
ENSG00000273319 RP11-138A9.2
ENSG00000231721 LINC-PINT
ENSG00000128585 MKLN1
ENSG00000221866 PLXNA4
ENSG00000106554 CHCHD3
ENSG00000131558 EXOC4
ENSG00000205060 SLC35B4
ENSG00000085662 AKR1B1
ENSG00000172331 BPGM
ENSG00000146856 AGBL3
ENSG00000122783 C7orf49
ENSG00000146859 TMEM140
ENSG00000272941 RP11-134L10.1
ENSG00000105875 WDR91
ENSG00000080802 CNOT4
ENSG00000155561 NUP205
ENSG00000243317 C7orf73
ENSG00000273219 RP11-644N4.1
ENSG00000105887 MTPN
ENSG00000236338 AC015987.2
ENSG00000232053 AC009784.3
ENSG00000182158 CREB3L2
ENSG00000122779 TRIM24
ENSG00000157703 SVOPL
ENSG00000122778 KIAA1549
ENSG00000105939 ZC3HAV1
ENSG00000105948 TTC26
ENSG00000157741 UBN2
ENSG00000164898 C7orf55
ENSG00000146963 C7orf55-LUC7L2
ENSG00000273391 RP11-634H22.1
ENSG00000064393 HIPK2
ENSG00000059377 TBXAS1
ENSG00000059378 PARP12
ENSG00000006459 KDM7A
ENSG00000260231 JHDM1D-AS1
ENSG00000157800 SLC37A3
ENSG00000133606 MKRN1
ENSG00000133597 ADCK2
ENSG00000090266 NDUFB2
ENSG00000240889 NDUFB2-AS1
ENSG00000157764 BRAF
ENSG00000090263 MRPS33
ENSG00000006530 AGK
ENSG00000244701 RP5-894A10.2
ENSG00000257093 KIAA1147
ENSG00000228775 WEE2-AS1
ENSG00000106028 SSBP1
ENSG00000258227 CLEC5A
ENSG00000241881 U66059.58
ENSG00000241657 TRBV11-2
ENSG00000204983 PRSS1
ENSG00000106123 EPHB6
ENSG00000197448 GSTK1
ENSG00000178826 TMEM139
ENSG00000106144 CASP2
ENSG00000188037 CLCN1
ENSG00000232533 AC093673.5
ENSG00000159840 ZYX
ENSG00000146904 EPHA1
ENSG00000229153 EPHA1-AS1
ENSG00000170379 FAM115C
ENSG00000198420 FAM115A
ENSG00000213214 ARHGEF35
ENSG00000244479 OR2A1-AS1
ENSG00000050327 ARHGEF5
ENSG00000196511 TPK1
ENSG00000174469 CNTNAP2
ENSG00000273314 RP5-1136G13.2
ENSG00000055130 CUL1
ENSG00000106462 EZH2
ENSG00000155660 PDIA4
ENSG00000197362 ZNF786
ENSG00000204947 ZNF425
ENSG00000197024 ZNF398
ENSG00000170265 ZNF282
ENSG00000170260 ZNF212
ENSG00000204946 ZNF783
ENSG00000261842 RP11-143I21.1
ENSG00000196453 ZNF777
ENSG00000181220 ZNF746
ENSG00000133619 KRBA1
ENSG00000181444 ZNF467
ENSG00000106479 ZNF862
ENSG00000204934 ATP6V0E2-AS1
ENSG00000171130 ATP6V0E2
ENSG00000106526 ACTR3C
ENSG00000127399 LRRC61
ENSG00000188707 ZBED6CL
ENSG00000106538 RARRES2
ENSG00000214022 REPIN1
ENSG00000196456 ZNF775
ENSG00000242258 LINC00996
ENSG00000171115 GIMAP8
ENSG00000179144 GIMAP7
ENSG00000133574 GIMAP4
ENSG00000133561 GIMAP6
ENSG00000106560 GIMAP2
ENSG00000213203 GIMAP1
ENSG00000196329 GIMAP5
ENSG00000106565 TMEM176B
ENSG00000002933 TMEM176A
ENSG00000055118 KCNH2
ENSG00000164867 NOS3
ENSG00000181652 ATG9B
ENSG00000197150 ABCB8
ENSG00000213199 ASIC3
ENSG00000164885 CDK5
ENSG00000164889 SLC4A2
ENSG00000244151 RP11-148K1.12
ENSG00000164896 FASTK
ENSG00000164897 TMUB1
ENSG00000133612 AGAP3
ENSG00000033050 ABCF2
ENSG00000033100 CHPF2
ENSG00000082014 SMARCD3
ENSG00000272661 RP4-548D19.3
ENSG00000013374 NUB1
ENSG00000187260 WDR86
ENSG00000127377 CRYGN
ENSG00000106615 RHEB
ENSG00000106617 PRKAG2
ENSG00000239911 PRKAG2-AS1
